alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3,,
starbucks-culver-city-8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.000767, 'longitude': -118.39453}",(310) 839-5200,773.6988068,9pIFyJyzxonmuldL3wOS_w,https://s3-media2.fl.yelpcdn.com/bphoto/WD_peSohezUaXtH65SAlXA/o.jpg,FALSE,"{'address1': '10820 Jefferson Blvd', 'address2': '', 'address3': 'Target', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['10820 Jefferson Blvd', 'Target', 'Culver City, CA 90230']}",Starbucks,13108395200,$$,2,19,[],https://www.yelp.com/biz/starbucks-culver-city-8?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.000767,-118.39453,10820 Jefferson Blvd,,Target,Culver City,90230,US,CA,"['10820 Jefferson Blvd', 'Target', 'Culver City, CA 90230']",Coffee & Tea,,,,
quebobs-restaurant-los-angeles,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 34.02279, 'longitude': -118.37189}",(323) 424-3556,2976.4038,-bHFEUV0DjYy8_rV5zY-2g,https://s3-media4.fl.yelpcdn.com/bphoto/2oJrbsXOo4x2cqMCBqtQvA/o.jpg,FALSE,"{'address1': '3560 S La Cienega Blvd', 'address2': 'Ste F', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['3560 S La Cienega Blvd', 'Ste F', 'Los Angeles, CA 90016']}",Quebobs Restaurant,13234243556,$$,4.5,19,[],https://www.yelp.com/biz/quebobs-restaurant-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02279,-118.37189,3560 S La Cienega Blvd,Ste F,,Los Angeles,90016,US,CA,"['3560 S La Cienega Blvd', 'Ste F', 'Los Angeles, CA 90016']",Mediterranean,Halal,,,
baskin-robbins-culver-city-2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}]","{'latitude': 33.986405, 'longitude': -118.392199}",(310) 397-2303,2363.923996,_Ycst2SdS6eiXuqMSTNoNQ,https://s3-media2.fl.yelpcdn.com/bphoto/EL-3kn8NASF4Cc7gELpp1A/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': None, 'address3': 'Culver City Mall', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City Mall', 'Culver City, CA 90230']}",Baskin-Robbins,13103972303,$$,2.5,19,[],https://www.yelp.com/biz/baskin-robbins-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.986405,-118.392199,6000 Sepulveda Blvd,,Culver City Mall,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City Mall', 'Culver City, CA 90230']",Ice Cream & Frozen Yogurt,Desserts,Custom Cakes,,
share-wine-lounge-and-small-plate-bistro-culver-city,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 33.9822154973262, 'longitude': -118.396283333868}",(310) 649-1776,2773.94896,JTOZ9P4va2MoNLDooi_EgA,https://s3-media2.fl.yelpcdn.com/bphoto/Z-Yhf2grF9N7CG03u2RGLg/o.jpg,FALSE,"{'address1': '6101 Centinela Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6101 Centinela Ave', 'Culver City, CA 90230']}",Share Wine Lounge and Small Plate Bistro,13106491776,$$,3.5,18,[],https://www.yelp.com/biz/share-wine-lounge-and-small-plate-bistro-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9822155,-118.3962833,6101 Centinela Ave,,,Culver City,90230,US,CA,"['6101 Centinela Ave', 'Culver City, CA 90230']",American (New),Lounges,,,
cemitas-catering-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0219177578916, 'longitude': -118.401525264178}",(213) 909-4027,1677.786326,6fOwPTHHf7UbqYdRS5kJZQ,https://s3-media4.fl.yelpcdn.com/bphoto/TrwsQvbCPx6fwPmFkTSjHQ/o.jpg,FALSE,"{'address1': 'Venice Blvd', 'address2': None, 'address3': 'Los Angeles', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['Venice Blvd', 'Los Angeles', 'Los Angeles, CA 90034']}",Cemitas Catering,12139094027,$,4.5,18,[],https://www.yelp.com/biz/cemitas-catering-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02191776,-118.4015253,Venice Blvd,,Los Angeles,Los Angeles,90034,US,CA,"['Venice Blvd', 'Los Angeles', 'Los Angeles, CA 90034']",Food Trucks,Mexican,,,
hijo-de-su-madre-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.02922, 'longitude': -118.40613}",(818) 913-9661,2824.055256,Ia6VPQAS8VHdlujcEQ1JWQ,https://s3-media2.fl.yelpcdn.com/bphoto/nBe2KKhbzM3aYCrD8GbZ1g/o.jpg,FALSE,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90034']}",Hijo De Su Madre,18189139661,,5,18,[],https://www.yelp.com/biz/hijo-de-su-madre-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02922,-118.40613,,,,Los Angeles,90034,US,CA,"['Los Angeles, CA 90034']",Food Trucks,Vegan,Caterers,,
7-eleven-los-angeles-39,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0134472475997, 'longitude': -118.417167663574}",(310) 397-1522,1906.508824,oe_fN-rdDPM41XCdyPWEkA,https://s3-media1.fl.yelpcdn.com/bphoto/8unuo5VzFG1HdZ3LJKfY2w/o.jpg,FALSE,"{'address1': '11143 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['11143 Venice Blvd', 'Los Angeles, CA 90034']}",7-Eleven,13103971522,$,3.5,18,[],https://www.yelp.com/biz/7-eleven-los-angeles-39?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01344725,-118.4171677,11143 Venice Blvd,,,Los Angeles,90034,US,CA,"['11143 Venice Blvd', 'Los Angeles, CA 90034']",Convenience Stores,Coffee & Tea,,,
street-churros-culver-city-2,"[{'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 33.985216, 'longitude': -118.394839}",(310) 313-4554,2452.8266,IWuWQIRRGkxaOaEfusq-7A,https://s3-media3.fl.yelpcdn.com/bphoto/hihE0GeKpYUi71kGInOs9A/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 2820', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 2820', 'Culver City, CA 90230']}",Street Churros,13103134554,,4,18,[],https://www.yelp.com/biz/street-churros-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985216,-118.394839,6000 Sepulveda Blvd,Ste 2820,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Ste 2820', 'Culver City, CA 90230']",Desserts,,,,
the-coffee-bean-and-tea-leaf-culver-city,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.017713, 'longitude': -118.401354}",(310) 244-9299,1218.691202,e37sRxgCx0z3bhSO_JFskA,https://s3-media2.fl.yelpcdn.com/bphoto/UB43pce_Tjif4Jpa-tFHng/o.jpg,FALSE,"{'address1': '10202 West Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10202 West Washington Blvd', 'Culver City, CA 90232']}",The Coffee Bean & Tea Leaf,13102449299,$,4,17,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.017713,-118.401354,10202 West Washington Blvd,,,Culver City,90232,US,CA,"['10202 West Washington Blvd', 'Culver City, CA 90232']",Coffee & Tea,,,,
kind-kreme-culver-city,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 34.0072173324332, 'longitude': -118.412059200263}",(877) 985-5463,1301.358512,dxpr32vURP61TlLb1Mthrg,https://s3-media1.fl.yelpcdn.com/bphoto/fZAbK6Dymnl0UnyUZ_Pv4Q/o.jpg,FALSE,"{'address1': '4135 Commonwealth Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['4135 Commonwealth Ave', 'Culver City, CA 90232']}",Kind Kreme,18779855463,$$,3,16,[],https://www.yelp.com/biz/kind-kreme-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00721733,-118.4120592,4135 Commonwealth Ave,,,Culver City,90232,US,CA,"['4135 Commonwealth Ave', 'Culver City, CA 90232']",Vegan,Gluten-Free,Ice Cream & Frozen Yogurt,,
7-eleven-culver-city-7,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 33.993271738909, 'longitude': -118.395543694496}",(424) 835-4888,1556.116735,#NAME?,https://s3-media1.fl.yelpcdn.com/bphoto/gXaYjxMS5ZO55eqd4rUj_A/o.jpg,FALSE,"{'address1': '5495 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5495 Sepulveda Blvd', 'Culver City, CA 90230']}",7-Eleven,14248354888,$,2.5,16,[],https://www.yelp.com/biz/7-eleven-culver-city-7?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99327174,-118.3955437,5495 Sepulveda Blvd,,,Culver City,90230,US,CA,"['5495 Sepulveda Blvd', 'Culver City, CA 90230']",Convenience Stores,Coffee & Tea,,,
tbwa-chiat-day-corporate-cafeteria-chaya-playa-los-angeles,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]","{'latitude': 33.9829025268555, 'longitude': -118.415176391602}",(310) 305-5000,3135.939159,X5OK1CBjg83U9JI_8gCiQg,https://s3-media1.fl.yelpcdn.com/bphoto/mOgnj9XJWMN4swESJSSWcQ/o.jpg,FALSE,"{'address1': '5353 Grosvenor Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['5353 Grosvenor Blvd', 'Los Angeles, CA 90066']}",TBWA Chiat Day Corporate Cafeteria Chaya Playa,13103055000,$,4,16,[],https://www.yelp.com/biz/tbwa-chiat-day-corporate-cafeteria-chaya-playa-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98290253,-118.4151764,5353 Grosvenor Blvd,,,Los Angeles,90066,US,CA,"['5353 Grosvenor Blvd', 'Los Angeles, CA 90066']",Cafeteria,,,,
latea-bubble-tea-lounge-culver-city,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.024411, 'longitude': -118.394447}",(424) 603-4118,1948.98564,52-jsxh44pgoKH7pSz_azw,https://s3-media2.fl.yelpcdn.com/bphoto/NaFVGv3bTn8grYG99uoF-A/o.jpg,FALSE,"{'address1': '3851 Main St', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3851 Main St', 'Culver City, CA 90232']}",Latea Bubble Tea Lounge,14246034118,,5,15,"['delivery', 'pickup']",https://www.yelp.com/biz/latea-bubble-tea-lounge-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.024411,-118.394447,3851 Main St,,,Culver City,90232,US,CA,"['3851 Main St', 'Culver City, CA 90232']",Desserts,Bubble Tea,Coffee & Tea,,
woodbine-park-los-angeles,"[{'alias': 'parks', 'title': 'Parks'}]","{'latitude': 34.028037511346, 'longitude': -118.408595323563}",(310) 840-2186,2524.242104,F_3zHCUmhhrmi6s5VPKGmw,https://s3-media1.fl.yelpcdn.com/bphoto/_S4zB8dCYOrjWphg75HRhg/o.jpg,FALSE,"{'address1': '3409 S Vinton Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3409 S Vinton Ave', 'Los Angeles, CA 90034']}",Woodbine Park,13108402186,,4,15,[],https://www.yelp.com/biz/woodbine-park-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02803751,-118.4085953,3409 S Vinton Ave,,,Los Angeles,90034,US,CA,"['3409 S Vinton Ave', 'Los Angeles, CA 90034']",Parks,,,,
tatianas-catering-truck-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.0040920015154, 'longitude': -118.432790495185}",(424) 204-2642,3229.970207,AEFMdHWAArPmZl2GWPOqkQ,https://s3-media2.fl.yelpcdn.com/bphoto/Djkd8NprJNVRExsMpEix4g/o.jpg,FALSE,"{'address1': '12322 Venice Blv', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12322 Venice Blv', 'Los Angeles, CA 90066']}",Tatiana's Catering Truck,14242042642,$,3.5,15,[],https://www.yelp.com/biz/tatianas-catering-truck-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.004092,-118.4327905,12322 Venice Blv,,,Los Angeles,90066,US,CA,"['12322 Venice Blv', 'Los Angeles, CA 90066']",Mexican,Seafood,Food Trucks,,
symantec-dining-services-culver-city,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 33.9878693, 'longitude': -118.388906}",(424) 750-8993,2297.383584,BAWrw48x54DSnZN1dleqbA,https://s3-media4.fl.yelpcdn.com/bphoto/bGqTtZpQcAadkA7cEMYa8g/o.jpg,FALSE,"{'address1': '900 Corporate Pointe', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['900 Corporate Pointe', 'Culver City, CA 90230']}",Symantec Dining Services,14247508993,$,3.5,15,[],https://www.yelp.com/biz/symantec-dining-services-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9878693,-118.388906,900 Corporate Pointe,,,Culver City,90230,US,CA,"['900 Corporate Pointe', 'Culver City, CA 90230']",Sandwiches,,,,
subway-restaurants-los-angeles-95,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0227652933823, 'longitude': -118.371905342328}",(323) 954-7129,2963.688912,6h38RAMA8Fe2NkwiGq_ZMA,https://s3-media2.fl.yelpcdn.com/bphoto/aO3SdO8LS-81bsWQ65RXmA/o.jpg,FALSE,"{'address1': '3560 S La Cienega', 'address2': 'Suite C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['3560 S La Cienega', 'Suite C', 'Los Angeles, CA 90016']}",Subway Restaurants,13239547129,$,4,15,"['delivery', 'pickup']",https://www.yelp.com/biz/subway-restaurants-los-angeles-95?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02276529,-118.3719053,3560 S La Cienega,Suite C,,Los Angeles,90016,US,CA,"['3560 S La Cienega', 'Suite C', 'Los Angeles, CA 90016']",Sandwiches,,,,
burger-king-culver-city-4,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 33.985772, 'longitude': -118.393629}",(310) 397-5040,2407.325108,abOvDof2lqMXiz-_xCoyiA,https://s3-media2.fl.yelpcdn.com/bphoto/nnV49U4Gg8zY2_R-swZXMQ/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Burger King,13103975040,$,2,15,['delivery'],https://www.yelp.com/biz/burger-king-culver-city-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985772,-118.393629,6000 Sepulveda Blvd,,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Fast Food,Burgers,,,
espresso-primo-culver-city,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'appliances', 'title': 'Appliances'}]","{'latitude': 34.03061, 'longitude': -118.37381}",(310) 839-3061,3439.010905,BwWJSEK0lbD9srvnstT5UQ,https://s3-media2.fl.yelpcdn.com/bphoto/CetrbwoosM5FkQqob5p7Sw/o.jpg,FALSE,"{'address1': '5890 Blackwelder St', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['5890 Blackwelder St', 'Culver City, CA 90232']}",Espresso Primo,13108393061,$$$$,4,14,[],https://www.yelp.com/biz/espresso-primo-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.03061,-118.37381,5890 Blackwelder St,,,Culver City,90232,US,CA,"['5890 Blackwelder St', 'Culver City, CA 90232']",Coffee & Tea,Appliances,,,
syd-kronenthal-park-culver-city,"[{'alias': 'parks', 'title': 'Parks'}]","{'latitude': 34.028125, 'longitude': -118.3773989}",(310) 839-0127,3006.274463,ned53OXLxjCxEyaXcfzv1A,https://s3-media1.fl.yelpcdn.com/bphoto/wcL_kTKOJzM68p9SJTBdAQ/o.jpg,FALSE,"{'address1': '3459 McManus Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3459 McManus Ave', 'Culver City, CA 90232']}",Syd Kronenthal Park,13108390127,,3.5,13,[],https://www.yelp.com/biz/syd-kronenthal-park-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.028125,-118.3773989,3459 McManus Ave,,,Culver City,90232,US,CA,"['3459 McManus Ave', 'Culver City, CA 90232']",Parks,,,,
center-for-land-use-interpretation-culver-city,"[{'alias': 'museums', 'title': 'Museums'}]","{'latitude': 34.0258464, 'longitude': -118.3949109}",(310) 558-1601,2117.372516,_s_5MPhXp73Uxph-zrprcA,https://s3-media2.fl.yelpcdn.com/bphoto/WNjc2SeP-negFG1bN29n0w/o.jpg,FALSE,"{'address1': '9331 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9331 Venice Blvd', 'Culver City, CA 90232']}",Center For Land Use Interpretation,13105581601,,4.5,13,[],https://www.yelp.com/biz/center-for-land-use-interpretation-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0258464,-118.3949109,9331 Venice Blvd,,,Culver City,90232,US,CA,"['9331 Venice Blvd', 'Culver City, CA 90232']",Museums,,,,
which-wich-culver-city-3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 33.985441001152, 'longitude': -118.395127952099}",(310) 754-4616,2424.986262,fgj_WMhMeU-kj1xug2b3cA,https://s3-media3.fl.yelpcdn.com/bphoto/nL7jrc8Q6N85cYxxJkqJ5g/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Which Wich,13107544616,$,3,13,['pickup'],https://www.yelp.com/biz/which-wich-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985441,-118.395128,6000 Sepulveda Blvd,,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Sandwiches,,,,
dr-paul-carlson-memorial-park-culver-city,"[{'alias': 'parks', 'title': 'Parks'}]","{'latitude': 34.0135754430752, 'longitude': -118.397853459694}",,717.3757987,B7WJLC-0b739nhOTyXrhUQ,https://s3-media4.fl.yelpcdn.com/bphoto/rbtsBslGotbpqce2fEpyVg/o.jpg,FALSE,"{'address1': '10400 Braddock Dr', 'address2': '', 'address3': 'Motor Ave. & Braddock Dr', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10400 Braddock Dr', 'Motor Ave. & Braddock Dr', 'Culver City, CA 90232']}",Dr. Paul Carlson Memorial Park,,,4,13,[],https://www.yelp.com/biz/dr-paul-carlson-memorial-park-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01357544,-118.3978535,10400 Braddock Dr,,Motor Ave. & Braddock Dr,Culver City,90232,US,CA,"['10400 Braddock Dr', 'Motor Ave. & Braddock Dr', 'Culver City, CA 90232']",Parks,,,,
art-walk-culver-city-culver-city-2,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]","{'latitude': 34.02171, 'longitude': -118.39424}",(310) 253-5716,1981.196138,to0zqxiChN72-elV2cYDDA,https://s3-media2.fl.yelpcdn.com/bphoto/hf-pv-0hFHl7inEqQClzPw/o.jpg,FALSE,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['Culver City, CA 90232']}",Art Walk Culver City,13102535716,$,4,13,[],https://www.yelp.com/biz/art-walk-culver-city-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02171,-118.39424,,,,Culver City,90232,US,CA,"['Culver City, CA 90232']",Art Galleries,Local Flavor,,,
7-eleven-los-angeles-83,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.021908705589, 'longitude': -118.3718383}",(323) 937-2304,2913.926498,0CQ5RQONgFpVuz-gnbXtdg,https://s3-media4.fl.yelpcdn.com/bphoto/sd-A-7OYRwWZXlx_TVU4Sg/o.jpg,FALSE,"{'address1': '5791 Rodeo Rd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['5791 Rodeo Rd', 'Los Angeles, CA 90016']}",7-Eleven,13239372304,$,3,12,[],https://www.yelp.com/biz/7-eleven-los-angeles-83?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02190871,-118.3718383,5791 Rodeo Rd,,,Los Angeles,90016,US,CA,"['5791 Rodeo Rd', 'Los Angeles, CA 90016']",Convenience Stores,Coffee & Tea,,,
marin-company-steak-and-spirits-culver-city,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 33.9835416, 'longitude': -118.3943358}",(310) 641-7740,2696.092465,PiGg1cfvBHpzHMZHG35xfQ,https://s3-media1.fl.yelpcdn.com/bphoto/a-ZLk4W9O6zhEkdlat2Z6w/o.jpg,FALSE,"{'address1': '5990 Green Valley Cir', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5990 Green Valley Cir', 'Culver City, CA 90230']}",Marin Company Steak & Spirits,13106417740,$$,2.5,12,[],https://www.yelp.com/biz/marin-company-steak-and-spirits-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9835416,-118.3943358,5990 Green Valley Cir,,,Culver City,90230,US,CA,"['5990 Green Valley Cir', 'Culver City, CA 90230']",American (Traditional),,,,
